ThreatCount,CompName,MITREID,Technique,Tactic,Matrix,Likelihood,Impact,Detectability,Risk,Rating,Rec.Mitigations
4211,Radar,T1098.002,Additional Email Delegate Permissions,persistence,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['Multi-factor Authentication', 'Disable or Remove Feature or Program', 'Privileged Account Management']"
4212,Radar,T1543.003,Windows Service,persistence,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['User Account Management', 'Operating System Configuration', 'Code Signing', 'Audit', 'Behavior Prevention on Endpoint']"
4213,Radar,T1543.003,Windows Service,privilege-escalation,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['User Account Management', 'Operating System Configuration', 'Code Signing', 'Audit', 'Behavior Prevention on Endpoint']"
4214,Radar,T1055.012,Process Hollowing,defense-evasion,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,['Behavior Prevention on Endpoint']
4215,Radar,T1055.012,Process Hollowing,privilege-escalation,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,['Behavior Prevention on Endpoint']
4216,Radar,T1055.013,Process Doppelgänging,defense-evasion,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,[]
4217,Radar,T1055.013,Process Doppelgänging,privilege-escalation,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,[]
4218,Radar,T1055.011,Extra Window Memory Injection,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,['Behavior Prevention on Endpoint']
4219,Radar,T1055.011,Extra Window Memory Injection,privilege-escalation,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,['Behavior Prevention on Endpoint']
4220,Radar,T1055.005,Thread Local Storage,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,['Behavior Prevention on Endpoint']
4221,Radar,T1055.005,Thread Local Storage,privilege-escalation,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,['Behavior Prevention on Endpoint']
4222,Radar,T1055.004,Asynchronous Procedure Call,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,['Behavior Prevention on Endpoint']
4223,Radar,T1055.004,Asynchronous Procedure Call,privilege-escalation,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,['Behavior Prevention on Endpoint']
4224,Radar,T1055.003,Thread Execution Hijacking,defense-evasion,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,['Behavior Prevention on Endpoint']
4225,Radar,T1055.003,Thread Execution Hijacking,privilege-escalation,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,['Behavior Prevention on Endpoint']
4226,Radar,T1055.002,Portable Executable Injection,defense-evasion,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,['Behavior Prevention on Endpoint']
4227,Radar,T1055.002,Portable Executable Injection,privilege-escalation,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,['Behavior Prevention on Endpoint']
4228,Radar,T1055.001,Dynamic-link Library Injection,defense-evasion,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,['Behavior Prevention on Endpoint']
4229,Radar,T1055.001,Dynamic-link Library Injection,privilege-escalation,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,['Behavior Prevention on Endpoint']
4230,Radar,T1037.003,Network Logon Script,persistence,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,['Restrict File and Directory Permissions']
4231,Radar,T1037.003,Network Logon Script,privilege-escalation,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,['Restrict File and Directory Permissions']
4232,Radar,T1543,Create or Modify System Process,persistence,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['Limit Software Installation', 'User Account Management', 'Operating System Configuration', 'Code Signing', 'Audit', 'Restrict File and Directory Permissions', 'Behavior Prevention on Endpoint']"
4233,Radar,T1543,Create or Modify System Process,privilege-escalation,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['Limit Software Installation', 'User Account Management', 'Operating System Configuration', 'Code Signing', 'Audit', 'Restrict File and Directory Permissions', 'Behavior Prevention on Endpoint']"
4234,Radar,T1037.001,Logon Script (Windows),persistence,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,['Restrict Registry Permissions']
4235,Radar,T1037.001,Logon Script (Windows),privilege-escalation,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,['Restrict Registry Permissions']
4236,Radar,T1542.003,Bootkit,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Boot Integrity', 'Privileged Account Management']"
4237,Radar,T1542.003,Bootkit,defense-evasion,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Boot Integrity', 'Privileged Account Management']"
4238,Radar,T1542.002,Component Firmware,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,['Update Software']
4239,Radar,T1542.002,Component Firmware,defense-evasion,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,['Update Software']
4240,Radar,T1542.001,System Firmware,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Boot Integrity', 'Update Software', 'Privileged Account Management']"
4241,Radar,T1542.001,System Firmware,defense-evasion,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Boot Integrity', 'Update Software', 'Privileged Account Management']"
4242,Radar,T1505.003,Web Shell,persistence,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['User Account Management', 'Disable or Remove Feature or Program']"
4243,Radar,T1505.002,Transport Agent,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Audit', 'Code Signing', 'Privileged Account Management']"
4244,Radar,T1505.001,SQL Stored Procedures,persistence,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,"['Audit', 'Code Signing', 'Privileged Account Management']"
4245,Radar,T1053.005,Scheduled Task,execution,Enterprise,"1,234707705","0,37865076200000003",1,"0,4675230133455212",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
4246,Radar,T1053.005,Scheduled Task,persistence,Enterprise,"1,234707705","0,223416291",1,"0,2758538159202221",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
4247,Radar,T1053.005,Scheduled Task,privilege-escalation,Enterprise,"1,234707705","0,223416291",1,"0,2758538159202221",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
4248,Radar,T1053.002,At,execution,Enterprise,"2,83525473","0,37865076200000003",1,"1,0735713639786044",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
4249,Radar,T1053.002,At,persistence,Enterprise,"2,83525473","0,223416291",1,"0,6334420958168064",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
4250,Radar,T1053.002,At,privilege-escalation,Enterprise,"2,83525473","0,223416291",1,"0,6334420958168064",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
4251,Radar,T1542,Pre-OS Boot,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['Boot Integrity', 'Update Software', 'Privileged Account Management']"
4252,Radar,T1542,Pre-OS Boot,persistence,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['Boot Integrity', 'Update Software', 'Privileged Account Management']"
4253,Radar,T1137.001,Office Template Macros,persistence,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['Behavior Prevention on Endpoint', 'Disable or Remove Feature or Program']"
4254,Radar,T1137.004,Outlook Home Page,persistence,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,"['Update Software', 'Behavior Prevention on Endpoint']"
4255,Radar,T1137.003,Outlook Forms,persistence,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,"['Update Software', 'Behavior Prevention on Endpoint']"
4256,Radar,T1137.005,Outlook Rules,persistence,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,"['Update Software', 'Behavior Prevention on Endpoint']"
4257,Radar,T1137.006,Add-ins,persistence,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,['Behavior Prevention on Endpoint']
4258,Radar,T1137.002,Office Test,persistence,Enterprise,"1,04832948","0,223416291",1,"0,23421388416755867",Low,"['Software Configuration', 'Behavior Prevention on Endpoint']"
4259,Radar,T1531,Account Access Removal,impact,Enterprise,"2,515145325","0,628650762",1,"1,5811480251019878",Low,[]
4260,Radar,T1539,Steal Web Session Cookie,credential-access,Enterprise,"0,764663856","0,18181818300000002",1,"0,13902979290369366",Low,"['Multi-factor Authentication', 'User Training', 'Software Configuration']"
4261,Radar,T1529,System Shutdown/Reboot,impact,Enterprise,"2,515145325","0,446832579",1,"1,1238488721295432",Low,[]
4262,Radar,T1518,Software Discovery,discovery,Enterprise,"1,83457659","0,18181818300000002",1,"0,333559382168136",Low,[]
4263,Radar,T1534,Internal Spearphishing,lateral-movement,Enterprise,"2,83525473","0,18181818300000002",1,"0,5155008633507556",Low,[]
4264,Radar,T1505,Server Software Component,persistence,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['User Account Management', 'Disable or Remove Feature or Program', 'Code Signing', 'Audit', 'Restrict Registry Permissions', 'Privileged Account Management']"
4265,Radar,T1499,Endpoint Denial of Service,impact,Enterprise,"3,887042775","0,446832579",1,"1,7368573478365668",Low,['Filter Network Traffic']
4266,Radar,T1497,Virtualization/Sandbox Evasion,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,[]
4267,Radar,T1497,Virtualization/Sandbox Evasion,discovery,Enterprise,"1,4372259","0,18181818300000002",1,"0,26131380169853974",Low,[]
4268,Radar,T1498,Network Denial of Service,impact,Enterprise,"3,887042775","0,446832579",1,"1,7368573478365668",Low,['Filter Network Traffic']
4269,Radar,T1496,Resource Hijacking,impact,Enterprise,"2,515145325","0,628650762",1,"1,5811480251019878",Low,[]
4270,Radar,T1495,Firmware Corruption,impact,Enterprise,"1,4372259","0,446832579",1,"0,6421993555025961",Low,"['Boot Integrity', 'Update Software', 'Privileged Account Management']"
4271,Radar,T1491,Defacement,impact,Enterprise,"1,4372259","0,628650762",1,"0,9035131572011359",Low,['Data Backup']
4272,Radar,T1490,Inhibit System Recovery,impact,Enterprise,"2,515145325","0,446832579",1,"1,1238488721295432",Low,"['User Account Management', 'Data Backup', 'Operating System Configuration']"
4273,Radar,T1489,Service Stop,impact,Enterprise,"2,515145325","0,446832579","0,19999999999999996","0,2247697744259086",Low,"['Restrict File and Directory Permissions', 'User Account Management', 'Network Segmentation', 'Restrict Registry Permissions']"
4274,Radar,T1486,Data Encrypted for Impact,impact,Enterprise,"2,515145325","0,628650762",1,"1,5811480251019878",Low,"['Behavior Prevention on Endpoint', 'Data Backup']"
4275,Radar,T1485,Data Destruction,impact,Enterprise,"1,83457659","0,446832579",1,"0,8197485890827256",Low,['Data Backup']
4276,Radar,T1484,Domain Policy Modification,defense-evasion,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['Audit', 'User Account Management', 'Privileged Account Management']"
4277,Radar,T1484,Domain Policy Modification,privilege-escalation,Enterprise,"1,83457659","0,223416291",1,"0,40987429729322766",Low,"['Audit', 'User Account Management', 'Privileged Account Management']"
4278,Radar,T1482,Domain Trust Discovery,discovery,Enterprise,"2,515145325","0,18181818300000002","0,19999999999999996","0,0914598305944889",Low,"['Audit', 'Network Segmentation']"
4279,Radar,T1480,Execution Guardrails,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,['Do Not Mitigate']
4280,Radar,T1222,File and Directory Permissions Modification,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['Restrict File and Directory Permissions', 'Privileged Account Management']"
4281,Radar,T1221,Template Injection,defense-evasion,Enterprise,"1,338161748","0,223416291","0,19999999999999996","0,059793426899247326",Low,"['Network Intrusion Prevention', 'User Training', 'Antivirus/Antimalware', 'Disable or Remove Feature or Program']"
4282,Radar,T1220,XSL Script Processing,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,['Execution Prevention']
4283,Radar,T1207,Rogue Domain Controller,defense-evasion,Enterprise,"0,45653058","0,223416291",1,"0,10199636891167878",Low,[]
4284,Radar,T1212,Exploitation for Credential Access,credential-access,Enterprise,"2,515145325","0,18181818300000002",1,"0,45729915297244456",Low,"['Exploit Protection', 'Update Software', 'Application Isolation and Sandboxing', 'Threat Intelligence Program']"
4285,Radar,T1205,Traffic Signaling,defense-evasion,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['Filter Network Traffic', 'Disable or Remove Feature or Program']"
4286,Radar,T1205,Traffic Signaling,persistence,Enterprise,"1,4372259","0,223416291",1,"0,3210996799071369",Low,"['Filter Network Traffic', 'Disable or Remove Feature or Program']"
4287,Radar,T1205,Traffic Signaling,command-and-control,Enterprise,"1,4372259","0,18181818300000002",1,"0,26131380169853974",Low,"['Filter Network Traffic', 'Disable or Remove Feature or Program']"
4288,Radar,T1211,Exploitation for Defense Evasion,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,"['Exploit Protection', 'Update Software', 'Application Isolation and Sandboxing', 'Threat Intelligence Program']"
4289,Radar,T1190,Exploit Public-Facing Application,initial-access,Enterprise,"3,887042775","0,18181818300000002","0,19999999999999996","0,14134701091875554",Low,"['Exploit Protection', 'Application Isolation and Sandboxing', 'Vulnerability Scanning', 'Update Software', 'Privileged Account Management', 'Network Segmentation']"
4290,Radar,T1202,Indirect Command Execution,defense-evasion,Enterprise,"2,515145325","0,223416291",1,"0,5619244398374896",Low,[]
4291,Radar,T1210,Exploitation of Remote Services,lateral-movement,Enterprise,"2,83525473","0,18181818300000002","0,19999999999999996","0,1031001726701511",Low,"['Exploit Protection', 'Application Isolation and Sandboxing', 'Disable or Remove Feature or Program', 'Vulnerability Scanning', 'Update Software', 'Privileged Account Management', 'Threat Intelligence Program', 'Network Segmentation']"
